recipeName,ingredients,numberOfIngredients,prepTime,cookTime,totalTime,servings,cuisine,course,diet
Spicy Mushroom Veggie Burger Recipe,"Button Mushrooms, Onion, Garlic, Green Chilli, Red Chilli Flakes, Soy Sauce, Red Chilli Sauce, Sunflower Oil, Salt, Burger Buns, Onion, Tomato, Red Chilli Sauce, Iceberg Lettuce Salad Lettuce Leaves, Butter",15,20,30,50,2,Continental,Main Course,Vegetarian
Healthy Amaranth Potato Thyme Croquette Recipe,"Potato, Amaranth Seeds, Fresh Thyme Leaves, Green Chilli, Garlic, Black Pepper Powder, Butter, Sunflower Oil, Salt",9,10,40,50,4,Continental,Snack,Vegetarian
Herbed Buttered Rice Recipe With Green Peas,"Rice, Green Peas, Cumin Seeds, Butter, Garlic, Dried Oregano, Dried Thyme Leaves, Red Chilli Flakes, Salt And Pepper",9,10,25,35,4,Continental,Dinner,Vegetarian
Stuffed Kathal Recipe,"Jackfruit Raw, Mustard Oil, Onion, Tomato, Garlic, Ginger, Garam Masala Powder, Coriander, Cloves, Kashmiri Red Chilli Powder, Turmeric Powder, Curd, Salt, Onion, Fennel Seeds, Mustard Oil, Garlic Butter, Paneer, Black Pepper Powder, Salt, Mozzarella Cheese",21,15,45,60,4,Indian,Lunch,Vegetarian
Gujarati Meetha Pudla Recipe With Caramelized Bananas,"Cup Jaggery, Water, Whole Wheat Flour, Nutralite Classic Spread, Nutralite Classic Spread, Ripe Bananas, Jaggery, Cardamom Powder, Fresh Coconut, Cashew Nuts",10,10,30,40,10,Gujarati Recipes﻿,Dessert,Vegetarian
Stuffed Idli Ke Pakode Recipe,"Gram Flour, Idli, Onion, Cumin Seeds, Green Bell Pepper, Green Peas, Carrot, Green Beans, Cabbage, Potato, Salt, Green Chilli, Black Pepper Powder, Coriander, Lemon Juice, Turmeric Powder, Sunflower Oil",17,10,65,75,5,Fusion,Snack,Vegetarian
Rajgira Puri Recipe (Navratri Fasting/Vrat Recipe),"Rajgira Flour, Potato, Black Pepper Powder, Rock Salt Salt, Sunflower Oil Fry",5,25,30,55,4,North Indian Recipes,Indian Breakfast,Vegetarian
Spiced Rajma Pulao Recipe - Spiced Kidney Bean Rice,"Basmati Rice, Rajma, Garlic, Cloves, Bay Leaf, Cinnamon Stick, Cardamom, Black Pepper Powder, Ghee, Salt",10,20,45,65,4,Indian,Dinner,Vegetarian
Kashmiri Style Apple Tamatar Sabzi Recipe - No Onion No Garlic,"Apples, Tomato, Turmeric Powder, Coriander Powder, Red Chilli Powder, Cinnamon Stick, Bay Leaf, Salt Black Salt, Coriander, Sunflower Oil",10,20,30,50,4,Kashmiri,Dinner,No Onion No Garlic (Sattvic)
Eggless Marble Cake Recipe,"All Purpose Flour, Flax Seed Powder, Baking Powder, Butter, Caster Sugar, Milk, Vanilla Extract, Cocoa Powder",8,15,30,45,5,Continental,Dessert,Eggetarian
Gulkand Kala Jamun Recipe,"Khoya, All Purpose Flour, Sooji, Cooking Soda, Sunflower Oil Deep Fry, Gulkand, Cardamom Powder, Cashew Nuts, Water, Sugar, Saffron Strands, Rose Water, Cardamom Powder, Edible Silver Foilleaf, Rose Petals",15,15,20,35,10,Rajasthani,Dessert,Vegetarian
Mutton Ghee Roast Recipe,"Mutton, Curd, Turmeric Powder, Lemon Juice, Salt, Dry Red Chilli, Cloves, Whole Black Peppercorns, Methi Seeds, Coriander, Cumin Seeds, Garlic, Tamarind Paste, Ghee, Curry Leaves, Jaggery, Salt",17,30,21,51,4,Mangalorean,Appetizer,Non Vegeterian
Karnataka Style Churumuri Recipe-Spicy Puffed Rice Recipe,"Puffed Rice, Mango, Carrot, Cucumber, Onion, Tomato, Raw Peanuts, Chivda, Coriander, Green Chilli, Garlic",11,10,15,25,4,Karnataka,Snack,Vegetarian
Eggless Whole Wheat Tutti Frutti Cake Recipe,"Whole Wheat Flour, Brown Sugar, Baking Powder, Baking Soda, Salt, Curd, Water, Sunflower Oil, Vanilla Extract, Tutti Frutti",10,15,45,60,4,Continental,Dessert,Vegetarian
Hare Chane Ka Pulav Recipe,"Ghee, Cumin Seeds, Cloves, Dry Red Chilli, Potato, Onion, Green Chilli, Rice, Hara Chana, Turmeric Powder, Red Chilli Powder, Salt, Lemon Juice, Coriander",14,30,30,60,4,North Indian Recipes,Lunch,Vegetarian
Carrot Ribbon Salad With Asian Sesame Dressing Recipe,"Carrots, Red Onion, Garlic, Ginger, Sesame, Groundnut Oil, Rice Wine Vinegar, Honey, Black Pepper Powder, Fresh Red Chilli, Fresh Orange Juice Lemon Juice, Salt, Coriander, Mint Leaves, Sesame Seeds",15,10,10,20,2,Continental,Side Dish,Vegetarian
Maharashtrian Achar Ka Masala (Pickle Mix Recipe),"Kashmiri Red Chilli Powder, Mustard Seeds, Fennel Seeds, Methi Powder, Turmeric Powder, Salt, Asafoetida, Peanut Oil",8,0,20,20,400,Maharashtrian Recipes,Side Dish,Vegetarian
Thai Style Curried Corn Fritters Recipe,"Sweet Corn, Coriander, Thai Red Curry Paste, Baking Powder, Whole Egg, Salt, Red Chilli Sauce, Sunflower Oil",8,5,25,30,4,Thai,Appetizer,Vegetarian
Strawberry Cheesecake Muffins Recipe,"Britannia Cream Cheese, All Purpose Flour, Caster Sugar, Baking Powder, Salt, Whole Egg, Milk, Butter, Strawberries, Vanilla Extract",10,15,40,55,6,Continental,Dessert,Eggetarian
Perfect Gooey Mozzarella Garlic Bread Recipe,"Pav Buns, Extra Virgin Olive Oil, Salted Butter, Garlic, Black Pepper Powder, Mozzarella Cheese, Parsley Leaves, Mixed Herbs, Coriander",9,10,10,20,4,Fusion,Appetizer,Vegetarian
Bengali Style Dhokar Dalna Recipe (Spiced Lentil Cakes in Tomato Gravy Recipe),"Chana Dal, White Urad Dal, Ginger, Green Chilli, Cumin Seeds, Salt, Sugar, Tomato, Potato, Ginger, Green Chilli, Turmeric Powder, Red Chilli Powder, Cumin Powder, Coriander Powder, Bay Leaf, Cardamom, Cinnamon Stick, Cumin Seeds, Ghee",20,180,45,225,4,Bengali Recipes,Main Course,Vegetarian
Gan Bian Dou Jiao Recipe (Dry Fried Sichuan Haricot Beans),"Green Beans, Red Chilli Sauce, Garlic, Ginger, Spring Onion Greens, Honey, Soy Sauce, Salt",8,10,15,25,4,Sichuan,Appetizer,Vegetarian
Karnataka Style Sorakkai Palya ,"Gourd, Tomato, Cumin Seeds, Turmeric Powder, Red Chilli Powder, Sambar Powder, Curry Leaves, Salt, Oil",9,10,30,40,3,Karnataka,Lunch,Vegetarian
Dahi Suran Ki Kadhi Recipe - Yam Cooked In Yogurt Curry,"Elephant Yam, Curd, Gram Flour, Mustard Seeds, Methi Seeds, Turmeric Powder, Red Chilli Powder, Coriander Powder, Whole Black Peppercorns, Cinnamon Stick, Bay Leaf, Salt, Sunflower Oil",13,15,30,45,4,North Indian Recipes,Dinner,Vegetarian
Raw Mango And Spring Onion Chutney Recipe,"Green Onion Leaves, Raw Mango, Dry Red Chilli, Cumin, Oil, Sugar, Salt",7,20,20,40,4,Indian,Side Dish,Vegetarian
Punjabi Style Egg Curry Recipe,"Oil, , Bay Leaf, Big Cardamom, Cardamom, Ginger Garlic Paste, Onion, Green Chili, Onion, Tomato, Turmeric Powder, Red Chilli Powder, Coriander Powder, Garam Masala Powder, Water, Eggs, Green Coriander",17,10,30,40,2,Punjabi,Lunch,Eggetarian
Mango Shrikhand Taco Recipe - Sweet Mango Yogurt Dip Taco,"Mango Shrikhand, Hard Taco Shells, Mango, Salt Sprinkle, Red Chilli Powder Sprinkle, Mint Leaves",6,15,0,15,4,Mexican,Dessert,Vegetarian
Black Eyed Bean Lemon Bruschetta Recipe,"Baguette, Black Eyed Beans, Extra Virgin Olive Oil, Lemon Zest, Lemon Juice, Mint Leaves, Salt And Pepper, Extra Virgin Olive Oil",8,10,20,30,6,Italian Recipes,Dinner,Vegetarian
Pav Bhaji Pizza Recipe,"Raw Banana, Tomato, Onion, Green Bell Pepper, Green Chilli, Green Peas, Red Chilli Powder, Turmeric Powder, Coriander Powder, Pav Bhaji Masala, Salt, Cumin Seeds, Sunflower Oil, Water, Lemon Juice, Onion, Mozzarella Cheese, Coriander, Pizza Base Whole Wheat Pizza, Butter",20,30,45,75,2,Fusion,Dinner,Vegetarian
Fenugreek & Egg Fried Rice Recipe (Anda Methi Chawal),"Cooked Rice, Methi Leaves, Garlic, Onion, Green Chilli, Cumin Seeds, Extra Virgin Olive Oil, Whole Eggs, Coriander",9,20,30,50,3,Indo Chinese,Lunch,Eggetarian
Cheesy Tawa Pizza Recipe With Corn And Broccoli,"Whole Wheat Flour, Salt, Cooking Soda, Water Knead, Homemade Pizza And Pasta Sauce, Del Monte Whole Corn Kernels, Del Monte Black Olives, Onion, Broccoli, Yellow Bell Pepper, Sunflower Oil, Salt, Black Pepper Powder, Mixed Herbs",14,10,30,40,4,Italian Recipes,Snack,Vegetarian
Cabbage Poricha Kootu Recipe (Red Cabbage) - South Indian Cabbage Dal,"Cabbage, Yellow Moong Dal, Turmeric Powder, Salt, Fresh Coconut, Cumin Seeds, Whole Black Pepper Corns, Mustard Seeds, White Urad Dal, Curry Leaves, Coconut Oil",11,15,20,35,4,Tamil Nadu,Lunch,Vegetarian
Pyaaz Ki Kachori Recipe,"Onion, All Purpose Flour, Whole Wheat Flour, Cumin Seeds, Kalonji, Fennel Seeds, Kasuri Methi, Asafoetida, Garam Masala Powder, Coriander Powder, Red Chilli Powder, Amchur, Ginger Garlic Paste, Whole Black Peppercorns, Baking Soda, Sunflower Oil, Sunflower Oil, Salt, Coriander",19,45,15,60,4,North Indian Recipes,Snack,Vegetarian
Mexican Cottage Cheese Chicken Enchilada Recipe,"Chicken Breasts, Tortillas, Sour Cream, Paneer, Cheddar Cheese, Tomato Basil Pasta Sauce, Salt, Black Pepper Powder, Extra Virgin Olive Oil, Onion, Pickled Jalapenos, Taco Seasoning, Green Bell Pepper",13,15,60,75,4,Mexican,Main Course,Non Vegeterian
Mango Tofu Smoothie Recipe,"Ripe Bananas, Mango, Tofu, Turmeric Powder, Fresh Orange Juice, Coconut Milk, Black Sesame Seeds, Kiwi, Basil Leaves",9,5,5,10,2,Indian,World Breakfast,High Protein Vegetarian
Carrot Soup Recipe,"Carrots, Onion, Potato, Celery, Ginger, Coriander Powder, Whole Pepper, Of Olive Oil, Lemon",9,10,15,25,2,Continental,Dinner,Vegetarian
Keerai Karamani Kuzhambu- Palak Lobia Curry Recipe,"Coriander, Dry Red Chilli, Cumin Seeds, Methi Seeds, Black Pepper Corns, Fresh Coconut, Tamarind, Black Eyed Beans, Turmeric Powder, Coconut Oil, Pearl Onion, Salt, Spinach Leaves, Coconut Oil, Mustard Seeds, Dry Red Chilli, Curry Leaves, Garlic",18,10,20,30,4,South Indian Recipes,Lunch,Diabetic Friendly
Onion Rava Bhakri Recipe (Goan Kanyachi Bhakri),"Sooji, Onion, Fresh Coconut, Jaggery, Salt, Coriander, Green Chilli, Turmeric Powder, Ghee Oilsmear While Cooking",9,15,30,45,4,Goan Recipes,Lunch,Vegetarian
Chatpatti Makai Masala Recipe,"Sweet Corn, Peanuts, Make  Tomato, Ginger, Cumin Seeds, Asafoetida, Turmeric Powder, Red Chili Powder, Garam Masala Powder, Green Chilli  Finely, Oil, Salt, Coriander",13,10,30,40,2,Indian,Lunch,Vegetarian
Bedmi Poori Recipe - Spiced Split Black Lentil Pooris,"Black Urad Dal, Whole Wheat Flour, Asafoetida, Ginger, Fennel Powder, Dry Red Chilli, Coriander, Cumin Seeds, Amchur, Green Chilli Paste, Sunflower Oil, Salt, Sunflower Oil Deep Fry, Water Knead",14,20,60,80,6,Indian,Indian Breakfast,Vegetarian
Instant Cucumber Pickle Recipe,"Cucumber, Red Chilli Powder, Asafoetida, Turmeric Powder, Methi Seeds, Sugar, Lemon",7,10,0,10,6,Indian,Appetizer,Vegetarian
Chicken Bánh Mì Recipe - Vietnamese Grilled Chicken Sandwich,"Baguette, Classic Mayonnaise, Sriracha Sauce, Coriander, Stalks Spring Onion, Extra Virgin Olive Oil, English Cucumber, Red Bell Pepper, Green Bell Pepper, Carrot, Mooli Mullangi, Pickled Jalapenos, Chilli Vinegar, Sugar, Salt And Pepper, Chicken Breasts, Soy Sauce, Red Chilli Sauce, Honey, Black Pepper Powder, Dry Ginger Powder",21,10,35,45,4,Vietnamese,Snack,Non Vegeterian
Rajasthani Khoya Matar Sabzi Recipe,"Green Peas, Tomato, Ginger, Khoya, Cumin Seeds, Cloves, Turmeric Powder, Kashmiri Red Chilli Powder, Garam Masala Powder, Ghee, Coriander, Salt",12,10,20,30,3,Rajasthani,Lunch,Vegetarian
Black Bean Noodles Recipe,"Cups Hakka Noodles, Green Beans, Onion, Red Bell Pepper, Tablespoon Black Beans Sauce, Tablespoon Tomato Ketchup, Salt, Extra Virgin Olive Oil",8,15,15,30,2,Asian,Dinner,Vegetarian
Pudina Quinoa Recipe,"Kinua, Onion, Garlic, Cinnamon, , Cardamom, Mint Leaves, Salt, Green Chili, Ghee",10,10,20,30,4,Indian,Lunch,Vegetarian
Goan Chana Ros Recipe (White Peas Curry),"Dried Green Peas, Onion, Fresh Coconut, Dry Red Chilli, Coriander, Cloves, Tamarind, Turmeric Powder, Salt",9,500,30,530,3,Goan Recipes,Lunch,Vegetarian
Palak And Peas Kachori Recipe,"Whole Wheat Flour, Sooji, Spinach Leaves, Ajwain, Sunflower Oil, Salt, Chilled Water, Green Peas, Asafoetida, Red Chilli Powder, Amchur, Fennel Seeds, Garam Masala Powder, Salt, Sunflower Oil",15,15,30,45,15,North Indian Recipes,Snack,Vegetarian
Veggie Rava Idli ,"Semolina, Yogurt, Ginger, Sweet Corn, Green Peas, Carrots, Coriander, Green Chilli, Mustard, Chana Dal, Curry Leaves, Red Chilli Flakes, Oil, Salt, Ino Fruit Salt, Water",16,15,30,45,15,South Indian Recipes,South Indian Breakfast,Vegetarian
Moong Dal Idli With Thengai Milagai Podi Recipe,"Yellow Moong Dal, Idli Rice, Methi Seeds, Salt, Dry Coconut, Chana Dal, White Urad Dal, Asafoetida, Sesame Seeds, Dry Red Chilli, Kashmiri Red Chilli Powder, Tamarind, Salt, Curry Leaves, Mustard Seeds, Black Urad Dal, Ghee",17,20,20,40,4,South Indian Recipes,South Indian Breakfast,Vegetarian
Curried Sweet Potato Mexican Fajita Recipe,"Whole Wheat Flour Tortilla, Sweet Potato, Red Bell Pepper, Red Onion, White Onion, Red Chilli Powder, Cumin Powder, Coriander Powder, Feta Cheese, Coriander, Iceberg Lettuce  Torn Into Bitesized Pieces, Extra Virgin Olive Oil, Rice Vinegar, Sour Cream Hung Yogurt",14,15,45,60,6,Mexican,Dinner,Vegetarian
Bhakarwadi Chaat Recipe - Maharashtrian Spiced Chaat,"Bhakarwdis, Curd, Onion, Carrot, Green Chutney, Sweet Chutney, Cumin Powder, Red Chilli Powder Sprinkle, Chaat Masala Powder Sprinkle, Salt, Sev Garnish",11,20,0,20,3,Fusion,Appetizer,Vegetarian
Ghoogri Recipe - Jowar Upma,"Jowar Seeds, Green Bell Pepper, Green Peas, Carrot, Onion, Cumin Seeds, Green Chilli, Garlic, Ginger, Garam Masala Powder, Lemon Juice, Sugar, Salt, Ghee Oil, Water, Coriander",16,10,90,100,4,Rajasthani,Snack,Vegetarian
Pineapple Ladoo Recipe,"Pineapple, Dessicated Coconut, Milk Powder, Caster Sugar, Ghee, Cardamom Powder, Mixed Nuts",7,15,15,30,5,Indian,Dessert,Vegetarian
Kalyana Veetu Senai Curry Recipe,"Suran, Tomato, Coconut, Curry Leaves, Rye, Red Chili Powder, Coriander Powder, Garam Masala Powder, Turmeric Powder, Salt, Asafoetida, Oil",12,30,30,60,4,Tamil Nadu,Side Dish,Vegetarian
One Pot Vangi Bhath Recipe In Hindi,"Rice, Eggplant, Salt, Oil, White Urad Dal, Chana Dal, Coriander Seeds, Cumin Seeds, Teaspoon Sesame Seeds, Fenugreek Seeds, Dry Red Chilies, Oil, Mustard, Asafoetida, Turmeric Powder, Curry Leaves",16,10,20,30,4,South Karnataka,Lunch,Vegetarian
Baked Yogurt With Honey Cinnamon Grilled Fruits Recipe,"Curd, Fresh Cream, Condensed Milk, Vanilla Extract, Pineapple, Pears, Peaches, Plum, Strawberries, Mango, Butter, Cinnamon Powder",12,30,30,60,4,Continental,Dessert,Vegetarian
High Protein Grilled Rajma Corn Sandwich Recipe,"Whole Wheat Brown Bread, Sunflower Oil, Onion, Garlic, Turmeric Powder, Red Chilli Powder, Mixed Herbs, Rajma, Sweet Corn, Cheese, Salt, Butter",12,10,30,40,4,Continental,World Breakfast,High Protein Vegetarian
Mexican Style Cemita Recipe - Sesame Sandwich Bun,"All Purpose Flour, Active Dry Yeast, Lukewarm Water, Salt, Sugar, Butter, Whole Eggs, Extra Virgin Olive Oil, Sesame Seeds",9,240,30,270,4,Mexican,Side Dish,Vegetarian
Hunan Style Sweet Sour Chicken Recipe,"Chicken Breasts, Extra Virgin Olive Oil Sesame Oil, Black Pepper Powder, Red Bell Pepper, Yellow Bell Pepper, Corn Flour, Water, Pineapple, Pineapple Juice, Salt, Brown Sugar, Vinegar, Chicken Stock, Sesame Seeds, Iceberg Lettuce",15,15,15,30,2,Hunan,Dinner,High Protein Non Vegetarian
Maharashtrian Style Dudhi Kajuchi Sonari Amti Recipe - Bottle Gourd And Cashew Nut Sabzi,"Bottle Gourd, Onion, Cinnamon Stick, Asafoetida, Turmeric Powder, Salt, Gram Flour, Coconut Milk, Coriander, Cinnamon Stick, Cloves, Coriander, Mustard Seeds, Whole Black Peppercorns, Dry Red Chilli",15,5,30,35,4,Maharashtrian Recipes,Lunch,Vegetarian
Tomato Chutney ,"Onion, Tomato, Coconut, Green Chilli, Dry Red Chilli, Chickpea Lentil, Green Coriander, Oil, Dry Kashmiri Chilli, Salt, Oil",11,20,15,35,8,South Indian Recipes,South Indian Breakfast,Vegetarian
Sabbasige Soppu Dosa Recipe (Dill Leaves Sweet Dosa),"Dill Leaves  With Stem, Dosa Rice, Poha, Methi Seeds, Jaggery, Salt, Sunflower Oil, Ghee, Water",9,180,45,225,4,Karnataka,South Indian Breakfast,Vegetarian
Fried Poha Chivda Recipe - Flatten Rice Spicy Mixture,"Poha, Roasted Peanuts, Roasted Gram Dal, Boondi, Red Chilli Powder Be Adjusted Based On One’S Preference, Curry Leaves, Dry Coconut, Salt",8,10,20,30,3,North Indian Recipes,Snack,Vegetarian
Spiced Prune Chutney Recipe,"Prune, Onion, Tomato, Cinnamon Powder, Nutmeg Powder, Celery, Red Chilli Flax, Honey, Vinegar, Salt",10,10,20,30,4,Indian,Side Dish,Vegetarian
Chow Chow Thoran (Poriyal) Recipe,"Chayote, Fresh Coconut, Green Chilli, Curry Leaves, Cumin Seeds, Mustard Seeds, Turmeric Powder, Salt",8,10,20,30,4,Kerala Recipes,Lunch,Vegetarian
Kabuli Chana Rasam Recipe,"Tomato, Kabuli Chana, Chana Stock, Lemon Juice, Turmeric Powder, Salt, Asafoetida, Coriander, Ghee, Mustard Seeds, Clove Garlic, Curry Leaves, Curry Leaves, Whole Black Pepper Corns, Cumin Seeds, Dry Red Chilli",16,10,20,30,2,South Indian Recipes,Lunch,High Protein Vegetarian
Cheesy Chicken Tikka Recipe,"Boneless Chicken, Ginger, Garlic, Black Pepper Powder, Lemon Juice, Salt, Whole Egg, Cheese, Fresh Cream, Corn Flour, Green Chilli, Coriander, Nutmeg Powder, Mace Powder, Garam Masala Powder, Salt, Butter, Tomato, Onion",19,60,15,75,3,Indian,Appetizer,Non Vegeterian
Masoor Dal Gassi Recipe - Lentils in Tangy Coconut Curry,"Masoor Dal, Turmeric Powder, Salt, Fresh Coconut, Tamarind, Dry Red Chilli, Coriander, Mustard Seeds, Garlic",9,10,40,50,4,Mangalorean,Dinner,High Protein Vegetarian
Jowar Atta Pyaz Thepla Recipe – Sorghum Wheat Onion Thepla,"Whole Wheat Flour, Jowar Flour, Onion, Green Chilli, Coriander Powder, Garam Masala Powder, Amchur, Turmeric Powder, Salt, Sunflower Oil",10,10,25,35,4,North Indian Recipes,Side Dish,Diabetic Friendly
Vegetarian Pad Thai Recipe - Thai style Stir fried Vegetarian Rice Noodle Dish,"Tofu, Rice Noodles, Onion, Garlic, Spring Onion Greens, Bean Sprouts, Whole Eggs, Sesame, Lemon, Roasted Peanuts, Coriander, Salt And Pepper, Soy Sauce, Sugar, Red Chilli Flakes",15,20,25,45,3,Thai,Dinner,Eggetarian
Chicken Stuffed Bread Recipe,"Vivatta Maida, Sugar, Active Dry Yeast, Salt, Sunflower Oil, Milk, Lukewarm Water, Whole Egg, Chicken, Butter, All Purpose Flour, Milk, Cheese, Salt, Black Pepper Powder, Dried Oregano, Dried Oregano",17,25,40,65,8,Continental,Snack,Non Vegeterian
Sweet Potato & Spinach Hash brown Recipe,"Sweet Potato, Spinach, Onion, Fennel Powder, Salt, Dried Oregano, Dried Thyme Leaves, Red Chilli Flakes, Salt And Pepper, Sunflower Oil",10,10,30,40,4,Continental,World Breakfast,Vegetarian
Kerala Style Kanji Payar Recipe,"Red Matta Rice, Green Moong Dal, Fresh Coconut, Garlic, Cumin Seeds, Green Chilli, Turmeric Powder, Curry Leaves, Salt, Papad",10,10,45,55,2,Kerala Recipes,Lunch,Vegetarian
Green Chana Chutney ,"Green Gram, Green Chilli, Garlic, Salt, Water, Oil, Cumin Seeds, Curd",8,5,10,15,4,Rajasthani,Side Dish,Vegetarian
Pattani Kootu Recipe (Green Peas Curry),"Green Peas, Onion, Fresh Coconut, Green Chilli, Cumin Seeds, Curry Leaves, Fennel Seeds, Mustard Seeds, Salt, Sunflower Oil",10,10,25,35,4,Kerala Recipes,Side Dish,Vegetarian
Asparagus Broccoli Fettuccine Pasta With Roasted Almonds Recipe,"Fettuccine Pasta, Stalks Asparagus, Broccoli, Garlic, Extra Virgin Olive Oil, Fresh Cream, Butter, Homemade Basil Pesto, Salt And Pepper, Cheddar Cheese, Badam, Cheddar Cheese, Basil Leaves",13,10,30,40,4,Italian Recipes,Lunch,Vegetarian
Chenai Kizhangu Masiyal-South Indian Style Yam Masiyal,"Elephant Yam, Tamarind Water, Turmeric Powder, Salt, Raw Peanuts, Sesame, Mustard Seeds, White Urad Dal, Ssp Asafoetida, Curry Leaves, Green Chilli, Salt, Turmeric Powder, Red Chilli Powder",14,5,20,25,4,Tamil Nadu,Main Course,Vegetarian
Stuffed Potato Cutlet Recipe With Mint Mayo,"Potato, Del Monte Mint Mayo, Cheese, Red Chilli Powder, Dried Oregano, S Coriander, Coriander Powder, Amchur, Corn Flour, Whole Wheat Bread Crumbs, Sunflower Oil",11,5,40,45,4,Indian,Appetizer,Vegetarian
Chicken Steak Recipe With Pan Roasted Vegetables & Potato Mash,"Chicken Breasts, Garlic, Mixed Herbs, Lemon Juice, Extra Virgin Olive Oil, Tabasco Original, Red Chilli Flakes, Parsley Leaves, Honey, Salt, Carrot, Green Zucchini, Baby Corn, Green Beans, Red Bell Pepper, Extra Virgin Olive Oil, Mixed Herbs, Garlic, Parsley Leaves, Salt, Potato, Salt, Butter, Black Pepper Powder, Lemon Juice, All Purpose Flour, Water",27,30,20,50,2,Continental,Main Course,High Protein Non Vegetarian
Zucchini & Red Pepper Muffin Recipe,"Green Zucchini, Spring Onion Greens, Garlic, Dill Leaves, Red Bell Pepper, Potato, Salt, Black Pepper Powder, Parmesan Cheese, Whole Wheat Bread Crumbs, Extra Virgin Olive Oil, Baking Powder",12,15,30,45,5,Continental,Snack,Vegetarian
Arbi Cutlet Recipe (Spiced Colocasia Patties),"Colocasia Root, Onion, Green Chilli, Red Chilli Powder, Turmeric Powder, Cumin Powder, Garam Masala Powder, Sugar, Gram Flour, Coriander, Whole Wheat Bread Crumbs, Salt, Sunflower Oil",13,10,30,40,4,North Indian Recipes,Snack,Vegetarian
No Bake Lemon Bars Recipe,"Graham Cracker Crumbs, Butter, Caster Sugar, Lemon Zest, Lemon Juice, Corn Flour, Agar Agar, Water, Sugar, Fresh Cream Milk, Yellow Food Colour, Icing Sugar, Mint Leaves",13,10,40,50,2,Continental,Dessert,Vegetarian
Broccoli Stir Fry ,"Broccoli, Onion, Mustard, Cumin Seeds, Turmeric Powder, Red Chilli Powder, Curry Leaves, Salt",8,15,15,30,4,Tamil Nadu,Side Dish,Vegetarian
Pan Fried Onion Pakora Recipe - A Perfect Diwali & Evening Snack,"Gram Flour, Rice Flour, Onion, Coriander, Green Chilli, Ginger, Turmeric Powder, Red Chilli Powder, Ajwain, Asafoetida, Salt, Sunflower Oil, Chaat Masala Powder",13,10,30,40,4,Indian,Snack,Vegetarian
